Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room,Dates,Instructor
ED_AD,522,Topics in Education,01,"",V,TU17.45-20.30,VC SPK,May 10--Jul 30,K Rodela
ED_AD,561,Introduction to College Student Development,01,"",3,TU17.10-20.30,VC SPK,May 10--Jul 30,K Huggins
ED_AD,580,School Organization and Administration,01,06479,3,TU17.45-20.30,WEB ARR,May 10--Jun 18,J Walls
ED_AD,582,Policy Formation and Analysis in Education,01,"",3,TH17.45-20.30,VC SPK,May 10--Jul 30,S Calderone
ED_AD,585,Financial Management in Education,01,07530,3,"M,W17.10-20.30",WEB ARR,Jun 21--Jul 30,K Cloninger
ED_AD,588,The Law and Education,01,06434,3,"M,W17.10-20.30",WEB ARR,May 10--Jun 18,G Pettett
ED_AD,800,"Doctoral Research, Dissertation, and/or Examination",01,06432,V,ARRGT,ARR ARR,May 10--Jul 30,J Walls
ED_PSYCH,505,Research Methods I,01,06448,3,"M,TU,W,TH,F12.30-13.20",VC SPK,Jun 21--Jul 30,""
ED_PSYCH,508,Educational Statistics,01,06449,3,"M,TU,W,TH,F12.30-13.20",WEB ARR,May 10--Jun 18,R Wong
ED_PSYCH,508,Educational Statistics,02,"",3,TH17.10-20.30,VC SPK,May 10--Jul 30,S Dai
KINES,536,Methods of Health and Physical Education,01,08119,2,"M,W,F8-10.05",WEB ARR,May 10--Jun 04,P Morgan
MED_CLIN,521,Longitudinal Integrated Clerkship I,01,06446,8,ARRGT,ARR ARR,Jun 28--Aug 20,J Bowman
MED_CLIN,530,Virtual - Clinical Cases,01,"",2,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,530,Virtual - Clinical Cases,02,"",2,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,531,Family Medicine - Subinternship,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,J Haney
