Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room,Dates,Instructor
ACCTG,230,Introduction to Financial Accounting,01,08567,3,"M,W,F13.10-14",TCOL 126,Aug 23--Dec 10,K Jones
ACCTG,231,Introduction to Managerial Accounting,01,08517,3,"TU,TH13.30-14.45",TFLO 239,Aug 23--Dec 10,K Jones
ACCTG,335,Taxation of Business Entities and Individuals,01,"",3,"TU,TH19.15-20.30",VC ARR,Aug 23--Dec 10,E Grant
ACCTG,338,Cost Accounting,01,08518,3,"TU,TH16.20-17.35",TFLO 244,Aug 23--Dec 10,K Jones
AFS,511,Statistical Methods for Graduate Researchers,01,"",4,"TU,TH12.05-13.20",VC ARR,Aug 23--Dec 10,D Wheeler
AFS,511,Statistical Methods for Graduate Researchers,01 Lab,08923,0,W10.10-12,VC ARR,Aug 23--Dec 10,D Wheeler
ANTH,101,[DIVR] Introduction to Anthropology,01,08586,3,"M,W,F11.10-12",TCIC 216,Aug 23--Dec 10,M Mansperger
ANTH,203,[DIVR] Global Cultural Diversity,02,"",3,ARRGT,ARR ARR,Aug 23--Dec 10,A Thiel
ANTH,260,[BSCI] Introduction to Biological Anthropology,01,08783,4,"M,W,F14.10-15",TFLO 239,Aug 23--Dec 10,M Mansperger
ANTH,260,[BSCI] Introduction to Biological Anthropology,01 Lab,08784,0,"M,W9.10-10.25",TCOL 214,Aug 23--Dec 10,M Mansperger
ANTH,336,Old World Civilizations,01,15490,3,"TU,TH13.30-14.45",TFLO 260,Aug 23--Dec 10,M Mansperger
ANTH,350,"[DIVR] Speech, Thought, and Culture",01,"",3,ARRGT,ARR ARR,Aug 23--Dec 10,C Anderson
ANTH,390,[M] History of Anthropological Thought,01,"",3,ARRGT,ARR ARR,Aug 23--Dec 10,J Mcnassar
ANTH,404,[CAPS] The Self in Culture,01,"",3,ARRGT,ARR ARR,Aug 23--Dec 10,J Mageo
ANTH,498,Anthropology Internship,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,M Mansperger
B_A,100,Introduction to Business,01,"",3,ARRGT,ARR ARR,Oct 18--Dec 12,C Cooney
B_A,211,"Ethics, Teams, and Innovation",01,09589,3,"TU,TH10.35-11.50",TFLO 133,Aug 23--Dec 10,J Bravo
B_A,211,"Ethics, Teams, and Innovation",02,"",3,ARRGT,ARR ARR,Oct 18--Dec 12,""
B_A,212,"Spreadsheets, Data Visualization, and Decision Analysis",02,17197,3,TU16.20-17.35,TFLO 145,Aug 23--Dec 10,S Koopman
B_A,212,"Spreadsheets, Data Visualization, and Decision Analysis","","","",TH16.20-17.35,WEB ARR,"",""
B_LAW,210,Law and the Legal Environment of Business,01,08520,3,"M,W19.15-20.30",TFLO 244,Aug 23--Dec 10,B Goodey
BIOLOGY,102,[BSCI] General Biology,01,08627,4,"M,W,F12.10-13",TCOL 202,Aug 23--Dec 10,Y Liu
BIOLOGY,102,[BSCI] General Biology,01 Lab,08628,0,TU9.10-12,TCOL 226,Aug 23--Dec 10,Y Liu
BIOLOGY,102,[BSCI] General Biology,02 Lab,08748,0,TU13.30-16.20,TCOL 226,Aug 23--Dec 10,Y Liu
BIOLOGY,102,[BSCI] General Biology,03 Lab,09219,0,TU17.45-20.35,TCOL 226,Aug 23--Dec 10,Y Liu
BIOLOGY,106,[BSCI] Introductory Biology: Organismal Biology,01,08719,4,"M,W,F12.10-13",TCOL 102,Aug 23--Dec 10,L Nelson
BIOLOGY,106,[BSCI] Introductory Biology: Organismal Biology,02 Lab,08733,0,TH9-11.50,TCOL 226,Aug 23--Dec 10,L Nelson
BIOLOGY,106,[BSCI] Introductory Biology: Organismal Biology,03 Lab,08749,0,TH13.30-16.20,TCOL 226,Aug 23--Dec 10,L Nelson
BIOLOGY,106,[BSCI] Introductory Biology: Organismal Biology,04 Lab,08906,0,TH17.45-20.35,TCOL 226,Aug 23--Dec 10,L Nelson
BIOLOGY,140,[BSCI] Introduction to Nutritional Science,01,08679,3,"M,W7.45-9",TCOL 102,Aug 23--Dec 10,K Mcateer
BIOLOGY,301,General Genetics,01,08584,4,"M,W,F12.10-13",TCIC 210,Aug 23--Dec 10,E Sweet
BIOLOGY,301,General Genetics,"","","",M11.10-12,TCIC 210,"",""
BIOLOGY,301,General Genetics,02,"",4,ARRGT,ARR ARR,Aug 23--Dec 10,N Mccabe
BIOLOGY,301,General Genetics,03,09583,4,"M,W,F12.10-13",TCIC 210,Aug 23--Dec 10,E Sweet
BIOLOGY,301,General Genetics,"","","",W11.10-12,TCIC 210,"",""
BIOLOGY,352,Cells,01,09272,3,"TU,TH10.35-11.50",WEB ARR,Aug 23--Dec 10,M Klotz
BIOLOGY,354,Human Anatomy for Health Occupations,01,08641,4,"M,W,F13.10-14",TCOL 102,Aug 23--Dec 10,K Bergstrom
BIOLOGY,354,Human Anatomy for Health Occupations,02,"",4,ARRGT,ARR ARR,Aug 23--Dec 10,K Biggs
BIOLOGY,354,Human Anatomy for Health Occupations,03 Lab,08700,0,TH9.10-12,TCOL 214,Aug 23--Dec 10,K Bergstrom
BIOLOGY,354,Human Anatomy for Health Occupations,04 Lab,17209,0,TH13.30-16.20,TCOL 214,Aug 23--Dec 10,K Bergstrom
BIOLOGY,354,Human Anatomy for Health Occupations,05 Lab,"",0,ARRGT,ARR ARR,Aug 23--Dec 10,K Biggs
BIOLOGY,372,[M] General Ecology,01,08593,4,"TU,TH12.05-13.20",TCOL 202,Aug 23--Dec 10,L Nelson
BIOLOGY,372,[M] General Ecology,02 Lab,08595,0,W8.10-11,TCOL 222,Aug 23--Dec 10,L Nelson
BIOLOGY,372,[M] General Ecology,04 Lab,09480,0,W14.10-17,TCOL 222,Aug 23--Dec 10,L Nelson
BIOLOGY,401,[CAPS] Plants and People,01,08720,3,"TU,TH9.10-10.25",TCOL 102,Aug 23--Dec 10,T Cheeke
BIOLOGY,420,Plant Physiology,01,08681,3,"TU,TH12.05-13.20",TFLO 260,Aug 23--Dec 10,A Felsot
BIOLOGY,430,Methods of Teaching Secondary Science I,01,09801,3,TH17.15-20,TCOL 114,Aug 23--Dec 10,J Firestone
BIOLOGY,469,[M] Ecosystem Ecology and Global Change,01,09413,3,"TU,TH10.35-11.50",TFLO 256,Aug 23--Dec 10,R Evans
BIOLOGY,495,"Internship in Biology, Botany, and Zoology",01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
BIOLOGY,499,Special Problems,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
BIOLOGY,500,Seminar,02,10173,1,M15.10-16.25,TFLO 260,Aug 23--Dec 10,T Cheeke
BIOLOGY,501,Proposal Defense Seminar,02,18486,2,ARRGT,ARR ARR,Aug 23--Dec 10,T Cheeke
BIOLOGY,569,[M] Ecosystem Ecology and Global Change,01,09414,3,"TU,TH10.35-11.50",TFLO 256,Aug 23--Dec 10,R Evans
BIOLOGY,585,Professional Development and Training for College and University Teaching,01,"",2,F13.10-15,TFLO 210,Aug 23--Oct 29,L Carloye
BIOLOGY,589,Advanced Topics in Biology,01,08777,1,W12.10-13,TFLO 224,Aug 23--Dec 10,T Cheeke
BIOLOGY,600,Special Projects or Independent Study,01,08767,V,ARRGT,ARR ARR,Aug 23--Dec 10,A Felsot
BIOLOGY,700,"Master's Research, Thesis, and/or Examination",01,08576,V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
BIOLOGY,702,"Master's Special Problems, Directed Study and/or Examination",01,08710,V,ARRGT,ARR ARR,Aug 23--Dec 10,A Felsot
BIOLOGY,800,"Doctoral Research, Dissertation, and/or Examination",01,08577,V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
BSYSE,551,Advanced Biological Systems Engineering Topics,01,08752,3,F9.10-11.40,TFLO 224,Aug 23--Dec 10,B Yang
BSYSE,596,Biomass Thermo-Chemical Conversion,01,09271,3,"M,W8.10-9.25",TFLO 224,Aug 23--Dec 10,M Garcia-Perez
BSYSE,598,Graduate Seminar,01,08426,1,TH16.10-17,TFLO 224,Aug 23--Dec 10,S Sablani
BSYSE,700,"Master's Research, Thesis, and/or Examination",01,08434,V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
BSYSE,800,"Doctoral Research, Dissertation, and/or Examination",01,08436,V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
CE,211,Statics,01,08706,3,"TU,TH17.45-19",TCIC 210,Aug 23--Dec 10,M Hossain
CE,302,Introduction to Surveying,01,08474,2,M9.10-10,TFLO 239,Aug 23--Dec 10,Y Demissie
CE,302,Introduction to Surveying,01 Lab,08475,0,W9.10-12,TBSL 104,Aug 23--Oct 01,Y Demissie
CE,302,Introduction to Surveying,"","","",W9.10-12,TCIC 219,"",""
CE,315,Fluid Mechanics,01,08476,3,"M,W17.45-19",TFLO 239,Aug 23--Dec 10,M Mortuza
CE,317,[M] Geotechnical Engineering I,01,08477,4,"TU,TH12.05-13.20",TBSL 103,Aug 23--Dec 10,M Mortuza
CE,317,[M] Geotechnical Engineering I,01 Lab,08478,0,W12.10-15,TEST 111,Aug 23--Dec 10,M Mortuza
CE,330,Introduction to Structural Engineering,01,08479,3,"TU,TH13.30-14.45",TFLO 138,Aug 23--Dec 10,M Mortuza
CE,341,Introduction to Environmental Engineering,01,08480,3,"TU,TH10.35-11.50",TFLO 230,Aug 23--Dec 10,M Hossain
CE,405,Decision-Making for Sustainable and Resilient Civil Infrastructure,01,09258,3,"TU,TH17.45-19",TFLO 230,Aug 23--Dec 10,H Yan
CE,433,Reinforced Concrete Design,01,08812,3,"TU,TH10.35-11.50",TFLO 240,Aug 23--Dec 10,J Morshed
CE,463,Engineering Administration,01,08486,3,"M,W16.15-17.30",TFLO 240,Aug 23--Dec 10,J Morshed
CE,475,Groundwater,01,09577,3,"M,W12.10-13",TBSL 102,Aug 23--Dec 10,M Hossain
CE,475,Groundwater,01 Lab,09581,0,W8-10.50,TEST 111,Aug 23--Dec 10,M Hossain
CE,480,[M] Ethics and Professionalism,01,08487,1,W13.10-14,TFLO 239,Aug 23--Dec 10,D Young
CE,495,Engineering Experience,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
CE,498,Special Topics in Civil Engineering,01,"",1,ARRGT,ARR ARR,Aug 23--Dec 10,M Mortuza
CE,499,Special Problems,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
CE,505,Decision-Making for Sustainable and Resilient Civil Infrastructure,01,09259,3,"TU,TH17.45-19",TFLO 230,Aug 23--Dec 10,H Yan
CE,532,Finite Elements,01,08856,3,"M,W16.15-17.30",TCOL 126,Aug 23--Dec 10,Y Zhang
CE,600,Special Projects or Independent Study,01,08703,V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
CE,700,"Master's Research, Thesis and/or Examination",01,08490,V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
CE,702,"Master's Special Problems, Directed Study, and/or Examination",01,08491,V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
CE,800,"Doctoral Research, Dissertation, and/or Examination",01,08492,V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
CHE,461,Introduction to Nuclear Engineering,01,08546,3,"TU,TH16.20-17.35",TFLO 210,Aug 23--Dec 10,R Stout
CHE,560,Biochemical Engineering,01,09769,3,"M,W,F10.10-11",TFLO 256,Aug 23--Dec 10,X Zhang
CHE,596,Research Methods and Presentation,01,08421,3,"TU,TH9.10-10.25",TFLO 260,Aug 23--Dec 10,W Dong
CHE,598,Research Seminar,01,08422,1,M16.10-17,TFLO 256,Aug 23--Dec 10,J Petersen
CHE,700,"Master's Research, Thesis, and/or Examination",01,08423,V,ARRGT,ARR ARR,Aug 23--Dec 10,""
CHE,702,"Master's Special Problems, Directed Study, and/or Examination",01,08424,V,ARRGT,ARR ARR,Aug 23--Dec 10,""
CHE,800,"Doctoral Research, Dissertation, and/or Examination",01,08425,V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
CHEM,101,[PSCI] Introduction to Chemistry,01,08634,4,"M,W,F9.10-10",TCOL 202,Aug 23--Dec 10,E Silva Lopez
CHEM,101,[PSCI] Introduction to Chemistry,02,"",4,ARRGT,ARR ARR,Aug 23--Dec 10,E Silva Lopez
CHEM,101,[PSCI] Introduction to Chemistry,01 Lab,08635,0,TU9.10-12,TCOL 122,Aug 23--Dec 10,E Silva Lopez
CHEM,101,[PSCI] Introduction to Chemistry,02 Lab,08636,0,W14.10-17,TCOL 122,Aug 23--Dec 10,E Silva Lopez
CHEM,101,[PSCI] Introduction to Chemistry,06 Lab,"",0,ARRGT,ARR ARR,Aug 23--Dec 10,E Silva Lopez
CHEM,105,[PSCI] Principles of Chemistry I,01,08644,4,"M,W,F13.10-14",TCOL 202,Aug 23--Dec 10,N Devarie Baez
CHEM,105,[PSCI] Principles of Chemistry I,01 Lab,08645,0,TU17.45-20.35,TCOL 122,Aug 23--Dec 10,N Devarie Baez
CHEM,105,[PSCI] Principles of Chemistry I,02 Lab,08646,0,TU13.30-16.20,TCOL 122,Aug 23--Dec 10,N Devarie Baez
CHEM,105,[PSCI] Principles of Chemistry I,03 Lab,08647,0,W17.45-20.35,TCOL 122,Aug 23--Dec 10,N Devarie Baez
CHEM,105,[PSCI] Principles of Chemistry I,04 Lab,08648,0,TH13.30-16.20,TCOL 122,Aug 23--Dec 10,N Devarie Baez
CHEM,345,Organic Chemistry I,01,08638,4,"TU,TH10.35-11.50",TCOL 202,Aug 23--Dec 10,N Devarie Baez
CHEM,345,Organic Chemistry I,01 Lab,08639,0,TH13.30-16.20,TBSL 173,Aug 23--Dec 10,N Devarie Baez
CHEM,345,Organic Chemistry I,02 Lab,08640,0,TH17.45-20.35,TBSL 173,Aug 23--Dec 10,N Devarie Baez
CHEM,345,Organic Chemistry I,04 Lab,09394,0,W16.10-19,TBSL 173,Aug 23--Dec 10,N Devarie Baez
CHEM,345,Organic Chemistry I,05 Lab,17210,0,TU13.30-16.20,TBSL 173,Aug 23--Dec 10,N Devarie Baez
CHEM,401,Modern Inorganic Chemistry,01,"",3,"M,W,F8.10-9",TFLO 260,Aug 23--Dec 10,J Zhang
CHEM,499,Special Problems,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,E Silva Lopez
CHEM,501,Modern Inorganic Chemistry,01,"",3,"M,W,F8.10-9",TFLO 260,Aug 23--Dec 10,J Zhang
CHEM,542,Advanced Organic Chemistry,01,"",3,"M,W,F10.10-11",TFLO 210,Aug 23--Dec 10,G Crouch
COM,102,[COMM] Public Speaking in the Digital Age,01,08676,3,"TU,TH12.05-13.20",TFLO 131,Aug 23--Dec 10,S Bisch
COM,102,[COMM] Public Speaking in the Digital Age,02,08881,3,"M,W,F10.10-11",TFLO 133,Aug 23--Dec 10,S Bisch
COMHLTH,572,Communicating Health to Specialized Populations,01,"",3,ARRGT,ARR ARR,Aug 23--Dec 10,C Thomas
CPT_S,121,Program Design and Development C/C++,01,08493,4,"M,W16.15-17.30",TFLO 133,Aug 23--Dec 10,L Delatorre
CPT_S,121,Program Design and Development C/C++,01 Lab,08494,0,F16.10-19,TFLO 145,Aug 23--Dec 10,L Delatorre
CPT_S,121,Program Design and Development C/C++,02 Lab,18589,0,F13.10-16,TFLO 145,Aug 23--Dec 10,L Delatorre
CPT_S,223,Advanced Data Structures C/C++,01,08495,3,"M,W16.15-17.30",TFLO 230,Aug 23--Dec 10,N Tenney
CPT_S,224,Programming Tools,01,08496,2,"TU,TH16.20-17.10",TCOL 126,Aug 23--Dec 10,L Delatorre
CPT_S,260,Introduction to Computer Architecture,01,08497,3,"TU,TH14.55-16.10",TCOL 202,Aug 23--Dec 10,R Lewis
CPT_S,302,Professional Skills in Computing and Engineering,01,08498,3,"M,W17.45-19",TFLO 252,Aug 23--Dec 10,E Hirt
CPT_S,317,Automata and Formal Languages,01,08500,3,"M,W,F14.10-15",TFLO 231,Aug 23--Dec 10,J Miller
CPT_S,411,Introduction to Parallel Computing,01,08860,3,"TU,TH12.05-13.20",TFLO 247,Aug 23--Dec 10,A Sukumaran Rajam
CPT_S,415,Big Data,02,09765,3,"TU,TH7.45-9",TFLO 224,Aug 23--Dec 10,J Yu
CPT_S,421,Software Design Project I,01,09435,3,F16.10-17,TFLO 133,Aug 23--Dec 10,B Philipp
CPT_S,421,Software Design Project I,01 Lab,09436,0,F13.10-16,TFLO 133,Aug 23--Dec 10,B Philipp
CPT_S,421,Software Design Project I,"","","",F17.10-20,TFLO 133,"",""
CPT_S,422,[M] Software Engineering Principles II,01,08501,3,"M,W,F15.10-16",TCOL 126,Aug 23--Dec 10,L Delatorre
CPT_S,427,Computer Security,01,08715,3,"M,W,F12.10-13",TFLO 256,Aug 23--Dec 10,A Jillepalli
CPT_S,434,Neural Network Design and Application,01,09433,3,"TU,TH13.30-14.45",TFLO 151,Aug 23--Dec 10,J Miller
CPT_S,440,Artificial Intelligence,01,08502,3,"TU,TH9.10-10.25",TFLO 224,Aug 23--Dec 10,L Holder
CPT_S,442,Computer Graphics,01,08819,3,"TU,TH12.05-13.20",TFLO 256,Aug 23--Dec 10,R Lewis
CPT_S,453,Graph Theory,01,08909,3,"M,W,F14.10-15",TFLO 256,Aug 23--Dec 10,M Hudelson
CPT_S,455,Introduction to Computer Networks,01,08821,3,"M,W16.15-17.30",TFLO 244,Aug 23--Dec 10,R Swannack
CPT_S,460,Operating Systems and Computer Architecture,01,08504,3,"M,W17.45-19",TFLO 240,Aug 23--Dec 10,L Delatorre
CPT_S,483,Topics in Computer Science,01,09699,3,"M,W16.15-17.30",TFLO 224,Aug 23--Dec 10,W Hutton
CPT_S,489,Web Development,01,09766,3,"M,W,F15.10-16",TFLO 256,Aug 23--Dec 10,C Hundhausen
CPT_S,490,Work Study Internship,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,R Lewis
CPT_S,499,Special Problems,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
