Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room,Dates,Instructor
B_A,102,Exploring Careers in Business,01,05065,1,"TU,TH9-9.50","",Jun 20--Jul 31,A Mcleod
CPT_S,488,Professional Practice Coop/Internship I,01,"",V,ARRGT,ARR ARR,May 09--Jul 29,""
E_A,300,Educ Abroad,01,"",V,ARRGT,ARR ARR,May 09--Jul 29,M Styborski
E_E,261,Electrical Circuits I,01,05313,3,"M,TU,W,TH13-14","",Jun 27--Aug 14,J Murray
E_E,262,Electrical Circuits Laboratory I,01,05314,1,"TU,TH9-12","",Jun 27--Aug 14,J Murray
E_E,486,Power Electronics,01,03701,3,"M,TU,W,TH,F17-18.15","",Jun 27--Aug 12,J Guerrero Sedeno
E_E,488,Professional Practice Coop/Internship I,01,"",V,ARRGT,ARR ARR,May 09--Jul 29,S Brabb
ENGR,489,Professional Practice Coop/Internship II,01,"",1,ARRGT,ARR ARR,May 09--Jul 29,S Brabb
HBM,101,Professional and Career Development for the Business World,01,05064,1,"M,W9-9.50","",Jun 20--Jul 31,A Mcleod
MATH,216,Discrete Structures,02,05469,3,"M,TU,W,TH,F13.30-14.45","",Jun 20--Jul 31,C Michels
MATH,440,Applied Mathematics I: PDEs,01,05066,3,"M,TU,W,TH,F10.10-11.25","",May 09--Jun 19,S Lapin
MATH,448,Numerical Analysis,01,05054,3,"M,TU,W,TH,F12-13.15","",May 09--Jun 19,S Lapin
MATH,540,Applied Mathematics I: PDEs,01,05315,3,"M,TU,W,TH,F10.10-11.25","",May 09--Jun 19,S Lapin
MATH,548,Numerical Analysis,01,05317,3,"M,TU,W,TH,F12-13.15","",May 09--Jun 19,S Lapin
ME,303,Fluid Mechanics,01,05470,3,"M,TU,W,TH,F12-13.15","",May 09--Jun 19,Y Hu
ME,310,Manufacturing Processes,01,05481,2,"M,TU,W,TH,F12-13.15","",Jul 04--Jul 29,X Bi
ME,348,Dynamics Systems,01,05471,3,"M,TU,W,TH,F9-10.15","",Jun 20--Jul 31,Y Hu
ME,488,Professional Practice Coop/Internship I,01,"",V,ARRGT,ARR ARR,May 09--Jul 29,(multiple)
MED_CLIN,521,Longitudinal Integrated Clerkship I,01,05070,8,ARRGT,ARR ARR,Jun 27--Aug 19,J Bowen
MED_CLIN,530,Virtual - Clinical Cases,01,"",2,ARRGT,ARR ARR,Jun 27--Aug 19,D Dewitt
MED_CLIN,530,Virtual - Clinical Cases,02,"",2,ARRGT,ARR ARR,Jun 27--Aug 19,C Anderson
