Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room,Dates,Instructor
ACCTG,230,Introduction to Financial Accounting,01,15663,3,"M,W,F13.10-14",TFLO 230,Jan 10--Apr 29,K Jones
ACCTG,231,Introduction to Managerial Accounting,01,15664,3,"TU,TH12.05-13.20",TCOL 126,Jan 10--Apr 29,K Jones
AFS,350,Food Systems in Western Washington,01,30875,3,"M,W,F12.10-13",VC TRI,Jan 10--Apr 29,D Griffin
AFS,511,Statistical Methods for Graduate Researchers,01,16786,4,"TU,TH12.05-13.20",VC TRI,Jan 10--Apr 29,""
AFS,511,Statistical Methods for Graduate Researchers,01 Lab,16789,0,W15.10-17,VC TRI,Jan 10--Apr 29,""
ANTH,101,[DIVR] Introduction to Anthropology,01,30655,3,"M,W,F11.10-12",TCIC 216,Jan 10--Apr 29,M Mansperger
ANTH,203,[DIVR] Global Cultural Diversity,01,16437,3,"TU,TH10.35-11.50",TCOL 202,Jan 10--Apr 29,M Mansperger
ANTH,230,Archaeological Methods and Interpretation,02,"",3,ARRGT,ARR ARR,Jan 10--Apr 29,K Sheets
ANTH,305,[SSCI] Anthropology of Epidemic Disease and Bioterrorism,01,30656,3,"M,W,F14.10-15",TCOL 202,Jan 10--Apr 29,M Mansperger
ANTH,316,[DIVR] Gender in Cross Cultural Perspective,01,"",3,ARRGT,ARR ARR,Jan 10--Apr 29,D Weber
ANTH,320,[DIVR] Native Peoples of North America,01,"",3,ARRGT,ARR ARR,Jan 10--Apr 29,J Mcnassar
ANTH,350,"[DIVR] Speech, Thought, and Culture",01,"",3,ARRGT,ARR ARR,Jan 10--Apr 29,C Anderson
ANTH,404,[CAPS] The Self in Culture,01,"",3,ARRGT,ARR ARR,Jan 10--Apr 29,J Mageo
ANTH,473,[CAPS] [M] Evolution and Society,01,16021,3,"M,W,F9.10-10",TCOL 126,Jan 10--Apr 29,K Bergstrom
